endTime,artistName,trackName,msPlayed,timePlayed,tipo
2020-10-20 02:28:00,Raimundos,O pão da minha prima - Ao vivo,153400,0 days 00:02:33.400000,música
2020-10-20 02:29:00,Raimundos,Pequena Raimunda (Ramona) - Ao vivo,90600,0 days 00:01:30.600000,música
2020-10-20 02:31:00,Raimundos,Bonita - Ao vivo,120627,0 days 00:02:00.627000,música
2020-10-20 02:33:00,Raimundos,Língua presa - Ao vivo,94373,0 days 00:01:34.373000,música
2020-10-20 02:35:00,Raimundos,"Opa! Peraí, caceta - Ao vivo",155493,0 days 00:02:35.493000,música
2020-10-20 02:37:00,Raimundos,Sereia da pedreira - Ao vivo,115640,0 days 00:01:55.640000,música
2020-10-20 02:41:00,Raimundos,Andar na pedra - Ao vivo,4014,0 days 00:00:04.014000,música
2020-10-20 02:41:00,Raimundos,I Saw You Saying (That You Say That You Saw),213493,0 days 00:03:33.493000,música
2020-10-20 02:45:00,Raimundos,Eu quero ver o oco - Ao vivo,260467,0 days 00:04:20.467000,música
2020-10-20 02:48:00,Raimundos,Selim - Ao vivo,168093,0 days 00:02:48.093000,música
2020-10-20 02:51:00,Raimundos,Marujo - Ao vivo,152373,0 days 00:02:32.373000,música
2020-10-20 02:52:00,Raimundos,Deixei de fumar (Cachimbo da mulher) / Cana Caiana - Ao vivo,89733,0 days 00:01:29.733000,música
2020-10-20 02:59:00,Raimundos,Tá querendo desquitar (Ela tá dando) - Ao vivo,433307,0 days 00:07:13.307000,música
2020-10-20 03:02:00,Raimundos,Boca de lata - Ao vivo,187133,0 days 00:03:07.133000,música
2020-10-20 06:42:00,Quem Somos Nós?,Episode 341: Uma Outra História do Brasil por Milton Braga (Fundação de Brasília),990017,0 days 00:16:30.017000,podcast
2020-10-20 15:07:00,Quem Somos Nós?,Episode 341: Uma Outra História do Brasil por Milton Braga (Fundação de Brasília),744280,0 days 00:12:24.280000,podcast
2020-10-20 15:44:00,Quem Somos Nós?,Episode 341: Uma Outra História do Brasil por Milton Braga (Fundação de Brasília),1106893,0 days 00:18:26.893000,podcast
2020-10-20 15:51:00,Prancheta do PVC - Paulo Vinícius Coelho,"Nos últimos 12 pontos, Atlético-MG só conquistou quatro",314880,0 days 00:05:14.880000,podcast
2020-10-20 16:21:00,Durma com essa,Quais as questões legais em torno do home office | 19.out.20,485760,0 days 00:08:05.760000,podcast
2020-10-20 17:02:00,Durma com essa,Quais as questões legais em torno do home office | 19.out.20,292156,0 days 00:04:52.156000,podcast
2020-10-20 18:17:00,O Lado Negro Da Força,Creepypasta #82,2127120,0 days 00:35:27.120000,podcast
2020-10-21 01:34:00,O Lado Negro Da Força,Creepypasta #82,2249900,0 days 00:37:29.900000,podcast
2020-10-21 01:36:00,Prancheta do PVC - Paulo Vinícius Coelho,"Se ganhar em Porto Alegre, 'vai ser bem difícil segurar o Flamengo'",114311,0 days 00:01:54.311000,podcast
2020-10-21 01:39:00,Prancheta do PVC - Paulo Vinícius Coelho,São Paulo x Binacional 'parece o jogo mais sem sal e sem açúcar do ano',126197,0 days 00:02:06.197000,podcast
2020-10-21 01:45:00,Fala Preta!,Lua cheia. ,378510,0 days 00:06:18.510000,podcast
2020-10-21 01:48:00,Fala Preta!,Lua cheia. ,185014,0 days 00:03:05.014000,podcast
2020-10-21 01:49:00,Fala Preta!,Olhos d'água. ,33705,0 days 00:00:33.705000,podcast
2020-10-21 04:38:00,Rincon Sapiência,Elegância - Ao Vivo,144071,0 days 00:02:24.071000,música
2020-10-21 04:42:00,Natiruts,Groove Bom,226466,0 days 00:03:46.466000,música
2020-10-21 04:46:00,Natiruts,Groove Bom,3106,0 days 00:00:03.106000,música
2020-10-21 04:46:00,Pitty,Comum de Dois - Ao Vivo,253006,0 days 00:04:13.006000,música
2020-10-21 04:49:00,Amy Winehouse,Love Is A Losing Game,155412,0 days 00:02:35.412000,música
2020-10-21 04:53:00,Rodrigo Amarante,Hourglass,212493,0 days 00:03:32.493000,música
2020-10-21 04:56:00,Arnaldo Antunes,Sem Você (Música Incidental: Preta Pretinha),198206,0 days 00:03:18.206000,música
2020-10-21 04:58:00,Evan Rachel Wood,Because,149773,0 days 00:02:29.773000,música
2020-10-21 05:02:00,Marcelo Camelo,Janta,204801,0 days 00:03:24.801000,música
2020-10-21 05:05:00,The Strokes,Someday,183573,0 days 00:03:03.573000,música
2020-10-21 05:08:00,Nirvana,You Know You're Right,216968,0 days 00:03:36.968000,música
2020-10-21 05:10:00,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",112291,0 days 00:01:52.291000,música
2020-10-21 05:13:00,Meaghan Smith,Here Comes Your Man,193960,0 days 00:03:13.960000,música
2020-10-21 05:15:00,Rodrigo Amarante,Tuyo (Narcos Theme) - A Netflix Original Series Soundtrack,89258,0 days 00:01:29.258000,música
2020-10-21 05:18:00,Cássia Eller,No Recreio,224584,0 days 00:03:44.584000,música
2020-10-21 05:22:00,Pato Fu,A Hora da Estrela,204197,0 days 00:03:24.197000,música
2020-10-21 05:24:00,Caetano Veloso,Talvez,137744,0 days 00:02:17.744000,música
2020-10-21 05:28:00,She & Him,You Really Got a Hold on Me,239166,0 days 00:03:59.166000,música
2020-10-21 05:30:00,She & Him,God Only Knows,121728,0 days 00:02:01.728000,música
2020-10-21 05:34:00,The Strokes,Selfless,222077,0 days 00:03:42.077000,música
2020-10-21 05:39:00,Frank Ocean,Nights,307151,0 days 00:05:07.151000,música
2020-10-21 05:46:00,Pato Fu,Um Ponto Oito,429381,0 days 00:07:09.381000,música
2020-10-21 05:50:00,Pitty,Equalize - Ao Vivo,255653,0 days 00:04:15.653000,música
2020-10-21 05:55:00,Pitty,Pulsos - Ao Vivo,280080,0 days 00:04:40.080000,música
2020-10-21 05:58:00,Pennywise,Bro Hymn - 2005 Remaster,180884,0 days 00:03:00.884000,música
2020-10-21 06:01:00,My Chemical Romance,Teenagers,161920,0 days 00:02:41.920000,música
2020-10-21 06:04:00,Black Alien,Homem de Família,212725,0 days 00:03:32.725000,música
2020-10-21 06:10:00,Racionais MC's,"Vida Loka, Pt. 2",350560,0 days 00:05:50.560000,música
2020-10-21 07:38:00,Marcelo D2,Vem Comigo Que Eu Te Levo Pro Céu / Sampler: Falar Com O Povo Para Parar De Jojojojojo...Jogar Lixo,165257,0 days 00:02:45.257000,música
2020-10-21 14:24:00,Café da Manhã,Como o Brasil escolheu lidar com as drogas,981160,0 days 00:16:21.160000,podcast
2020-10-21 14:49:00,Durma com essa,O que diz o processo do governo americano contra o Google | 20.out.20,390004,0 days 00:06:30.004000,podcast
2020-10-21 14:54:00,Durma com essa,O que diz o processo do governo americano contra o Google | 20.out.20,5674,0 days 00:00:05.674000,podcast
2020-10-21 14:54:00,Urbanidades,"#42 - Uma cidade portuária cabe na cidade?, com Flavia Nico",9904,0 days 00:00:09.904000,podcast
2020-10-21 14:58:00,Prancheta do PVC - Paulo Vinícius Coelho,O plano B do Palmeiras está em andamento,241423,0 days 00:04:01.423000,podcast
2020-10-21 15:13:00,Fronteiras Invisíveis do Futebol,Fronteiras Invisíveis do Futebol #42 Catalunha,284759,0 days 00:04:44.759000,podcast
2020-10-21 16:48:00,Café da Manhã,Como o Brasil escolheu lidar com as drogas,490560,0 days 00:08:10.560000,podcast
2020-10-21 18:01:00,Fronteiras Invisíveis do Futebol,Fronteiras Invisíveis do Futebol #42 Catalunha,3491702,0 days 00:58:11.702000,podcast
2020-10-22 01:19:00,BRAZA,Liquidificador,3176,0 days 00:00:03.176000,música
2020-10-22 01:21:00,BRAZA,Fé No Afeto,164892,0 days 00:02:44.892000,música
2020-10-22 01:24:00,Medo e Delírio em Brasília,"Dias 655, 656 e 657 | “Maus brasileiros”, uni-vos! | 17, 18 e 19/10/20",126537,0 days 00:02:06.537000,podcast
2020-10-22 01:26:00,BRAZA,Moldado Em Barro,171457,0 days 00:02:51.457000,música
2020-10-22 01:30:00,Charlie Brown Jr.,Resolve o Meu Problema Aí - Ao Vivo,45373,0 days 00:00:45.373000,música
2020-10-22 01:30:00,Charles Bradley,Stay Away,191552,0 days 00:03:11.552000,música
2020-10-22 01:33:00,Charlie Brown Jr.,Rubão - O Dono do Mundo - Ao Vivo,149630,0 days 00:02:29.630000,música
2020-10-22 01:35:00,Charlie Brown Jr.,Hoje Eu Acordei Feliz - Ao Vivo,149445,0 days 00:02:29.445000,música
2020-10-22 01:41:00,Charlie Brown Jr.,Não Deixe o Mar Te Engolir - Ao Vivo,350204,0 days 00:05:50.204000,música
2020-10-22 01:46:00,Chico Science,Maracatu Atômico,284167,0 days 00:04:44.167000,música
2020-10-22 01:50:00,Dead Fish,Piada Liberal,230441,0 days 00:03:50.441000,música
2020-10-22 01:53:00,Dead Fish,A Urgência - Ao Vivo,198000,0 days 00:03:18,música
2020-10-22 01:55:00,Dead Fish,Zero e Um - Ao Vivo,124739,0 days 00:02:04.739000,música
2020-10-22 01:59:00,Dead Fish,Queda Livre - Ao Vivo,241442,0 days 00:04:01.442000,música
2020-10-22 02:01:00,Dead Fish,Roubando Comida,115311,0 days 00:01:55.311000,música
2020-10-22 02:04:00,Dead Fish,912 Passos,171411,0 days 00:02:51.411000,música
2020-10-22 02:07:00,Dead Fish,Vitória,203408,0 days 00:03:23.408000,música
2020-10-22 02:11:00,Emicida,Triunfo - Ao Vivo,259360,0 days 00:04:19.360000,música
2020-10-22 02:15:00,Emicida,A Chapa é Quente (feat. Rael) - Ao Vivo,248866,0 days 00:04:08.866000,música
2020-10-22 02:16:00,Emicida,Gueto / Os Mlk é Liso (feat. Mc Guimê) - Ao Vivo,46168,0 days 00:00:46.168000,música
2020-10-22 02:39:00,Raimundos,Herbocinética - Ao vivo,30072,0 days 00:00:30.072000,música
2020-10-22 02:44:00,Forfun,Hidropônica - Ao Vivo Em São Paulo / 2007,289467,0 days 00:04:49.467000,música
2020-10-22 02:48:00,Forfun,Good Trip - Ao Vivo Em São Paulo / 2007,248933,0 days 00:04:08.933000,música
2020-10-22 02:53:00,Wolfmother,Joker And The Thief,279667,0 days 00:04:39.667000,música
2020-10-22 02:56:00,Rage Against The Machine,Testify,210133,0 days 00:03:30.133000,música
2020-10-22 03:00:00,Dead Fish,Afasia - Ao Vivo,188360,0 days 00:03:08.360000,música
2020-10-22 03:01:00,BRAZA,Racha a Canela,87942,0 days 00:01:27.942000,música
2020-10-22 03:14:00,Fronteiras Invisíveis do Futebol,Fronteiras Invisíveis do Futebol #42 Catalunha,142918,0 days 00:02:22.918000,podcast
2020-10-22 03:25:00,Fronteiras Invisíveis do Futebol,Fronteiras Invisíveis do Futebol #42 Catalunha,7229,0 days 00:00:07.229000,podcast
2020-10-22 03:47:00,Fronteiras Invisíveis do Futebol,Fronteiras Invisíveis do Futebol #42 Catalunha,804017,0 days 00:13:24.017000,podcast
2020-10-22 04:23:00,Medo e Delírio em Brasília,"Dias 655, 656 e 657 | “Maus brasileiros”, uni-vos! | 17, 18 e 19/10/20",2179277,0 days 00:36:19.277000,podcast
2020-10-22 05:01:00,Café da Manhã,"Eleição na Bolívia, um ano depois da crise",1515886,0 days 00:25:15.886000,podcast
2020-10-22 05:33:00,Urbanidades,"#42 - Uma cidade portuária cabe na cidade?, com Flavia Nico",1840652,0 days 00:30:40.652000,podcast
2020-10-22 06:56:00,Infiltrados No Cast,Futebol é coisa de Preto? O passado traumático do esporte e a atual luta antirracista,113920,0 days 00:01:53.920000,podcast
2020-10-22 17:16:00,Infiltrados No Cast,Futebol é coisa de Preto? O passado traumático do esporte e a atual luta antirracista,850515,0 days 00:14:10.515000,podcast
2020-10-22 17:21:00,Prancheta do PVC - Paulo Vinícius Coelho,"Sem técnico, Palmeiras tem futuro incerto na Libertadores",346044,0 days 00:05:46.044000,podcast
2020-10-22 17:48:00,Não Ouvo Podcasts,Bicuda #123 - Ninguém entende mais o futebol brasileiro ,1414415,0 days 00:23:34.415000,podcast
2020-10-22 18:14:00,Durma com essa,Os protestos contra a brutalidade policial na Nigéria | 21.out.20,538457,0 days 00:08:58.457000,podcast
2020-10-22 18:47:00,Infiltrados No Cast,Futebol é coisa de Preto? O passado traumático do esporte e a atual luta antirracista,724435,0 days 00:12:04.435000,podcast
2020-10-22 18:55:00,Racionais MC's,"1 por Amor, 2 por Dinheiro (Ao Vivo)",457800,0 days 00:07:37.800000,música
2020-10-22 18:58:00,RZO,Superstar,216137,0 days 00:03:36.137000,música
2020-10-22 19:01:00,Edi Rock,Estrela de David,192307,0 days 00:03:12.307000,música
2020-10-22 19:05:00,Childish Gambino,This Is America,225773,0 days 00:03:45.773000,música
2020-10-22 19:11:00,Black Eyed Peas,RING THE ALARM pt.1 pt.2 pt.3,358500,0 days 00:05:58.500000,música
2020-10-22 19:12:00,Childish Gambino,I.Crawl,24481,0 days 00:00:24.481000,música
2020-10-22 19:15:00,Planet Hemp,Hemp Family,205933,0 days 00:03:25.933000,música
2020-10-22 19:19:00,JAY-Z,99 Problems,234627,0 days 00:03:54.627000,música
2020-10-22 19:21:00,Xis,Chapa o Côco,145733,0 days 00:02:25.733000,música
2020-10-22 19:24:00,Drake,Nice For What,176890,0 days 00:02:56.890000,música
2020-10-22 19:26:00,Beastie Boys,Sabotage,19037,0 days 00:00:19.037000,música
2020-10-22 19:28:00,Beastie Boys,Sabotage,159104,0 days 00:02:39.104000,música
2020-10-22 19:30:00,Racionais MC's,Preto Zica,123370,0 days 00:02:03.370000,música
2020-10-22 19:35:00,Thaíde & DJ Hum,Sr. Tempo Bom,282507,0 days 00:04:42.507000,música
2020-10-22 19:40:00,Zélia Duncan,Zé Brasileiro - Sampler.: Preciso Me Encontrar,276317,0 days 00:04:36.317000,música
2020-10-22 19:44:00,Drake,Nice For What,5457,0 days 00:00:05.457000,música
2020-10-22 19:44:00,Black Alien,Terra,256069,0 days 00:04:16.069000,música
2020-10-22 19:48:00,Rappin' Hood,Da Estação São Bento Ao Metrô Santa Cruz,271825,0 days 00:04:31.825000,música
2020-10-22 19:58:00,Devasto Prod,O Céu É o Limite,341684,0 days 00:05:41.684000,música
2020-10-22 20:00:00,Bhad Bhabie,Hi Bich,104528,0 days 00:01:44.528000,música
2020-10-22 20:04:00,Raury,Trap Tears (feat. Key!),279620,0 days 00:04:39.620000,música
2020-10-22 20:08:00,Black Alien,Homem de Família,212726,0 days 00:03:32.726000,música
2020-10-22 20:14:00,Rappin' Hood,Rap Du Bom,351533,0 days 00:05:51.533000,música
2020-10-22 20:23:00,Racionais MC's,Eu Sou 157,529733,0 days 00:08:49.733000,música
2020-10-22 20:26:00,Black Alien,Homem de Família,9749,0 days 00:00:09.749000,música
2020-10-22 20:26:00,Childish Gambino,This Is America,1911,0 days 00:00:01.911000,música
2020-10-22 20:26:00,Rincon Sapiência,Meu Ritmo,213327,0 days 00:03:33.327000,música
2020-10-22 20:27:00,Rappin' Hood,Zé Brasileiro,1313,0 days 00:00:01.313000,música
2020-10-22 20:30:00,Djonga,CANÇÃO PRO MEU FILHO,212171,0 days 00:03:32.171000,música
2020-10-22 23:47:00,Prancheta do PVC - Paulo Vinícius Coelho,Palmeiras esbarra na 'falta de convicção' para o nome do novo técnico,11711,0 days 00:00:11.711000,podcast
2020-10-22 23:48:00,Café da Manhã,A guerra das vacinas no Brasil,10081,0 days 00:00:10.081000,podcast
2020-10-22 23:48:00,Não Ouvo Podcasts,Não Ouvo #248 - TOP Melhores Filmes Que Nunca Vimos,6846,0 days 00:00:06.846000,podcast
2020-10-23 00:22:00,THShow,THShow s03e05 – A Turminha do Meu Bairro,2046197,0 days 00:34:06.197000,podcast
2020-10-23 00:34:00,Infiltrados No Cast,Conheça o Infiltrados No Cast com Ale Santos ,28902,0 days 00:00:28.902000,podcast
2020-10-23 01:24:00,Racionais MC's,"Capítulo 4, Versículo 3",30074,0 days 00:00:30.074000,música
2020-10-23 01:59:00,THShow,THShow s03e05 – A Turminha do Meu Bairro,2046198,0 days 00:34:06.198000,podcast
2020-10-23 03:48:00,Meu Nome é Correria,#11 - Meu Nome é Whindersson Nunes,765393,0 days 00:12:45.393000,podcast
2020-10-23 14:30:00,Infiltrados No Cast,Conheça o Infiltrados No Cast com Ale Santos ,21847,0 days 00:00:21.847000,podcast
2020-10-23 14:34:00,Prancheta do PVC - Paulo Vinícius Coelho,Sorteio da Libertadores mobiliza times classificados,234004,0 days 00:03:54.004000,podcast
2020-10-23 14:40:00,Meu Nome é Correria,#11 - Meu Nome é Whindersson Nunes,343875,0 days 00:05:43.875000,podcast
2020-10-23 15:16:00,Meu Nome é Correria,#11 - Meu Nome é Whindersson Nunes,1859277,0 days 00:30:59.277000,podcast
2020-10-23 15:33:00,Naruhodo,Naruhodo #256 - Por que roncamos?,1027167,0 days 00:17:07.167000,podcast
2020-10-23 17:14:00,Naruhodo,Naruhodo #256 - Por que roncamos?,1804332,0 days 00:30:04.332000,podcast
2020-10-23 17:15:00,Não Ouvo Podcasts,Se Eu Fosse Você #133 - O Barulho Misterioso,14303,0 days 00:00:14.303000,podcast
2020-10-23 17:46:00,Trivela,Trivela #300 Trezentão!,1846932,0 days 00:30:46.932000,podcast
2020-10-23 23:54:00,Trivela,Trivela #300 Trezentão!,608015,0 days 00:10:08.015000,podcast
2020-10-24 00:38:00,Trivela,Trivela #300 Trezentão!,2102061,0 days 00:35:02.061000,podcast
2020-10-24 00:40:00,Prancheta do PVC - Paulo Vinícius Coelho,"'Se o Fortaleza eliminar o São Paulo, a vida da direção são-paulina será um inferno'",129907,0 days 00:02:09.907000,podcast
2020-10-24 00:55:00,THShow,Fininho da Semana s01e14 - Lá vem o Pato Cristão,898847,0 days 00:14:58.847000,podcast
2020-10-24 00:57:00,Prancheta do PVC - Paulo Vinícius Coelho,"'Se o jogo não vai ser fácil para o Flamengo, menos ainda para o Inter'",136699,0 days 00:02:16.699000,podcast
2020-10-24 05:06:00,John Frusciante,Brand E,291826,0 days 00:04:51.826000,música
2020-10-24 05:11:00,John Frusciante,Usbrup Pensul,263872,0 days 00:04:23.872000,música
2020-10-24 05:14:00,John Frusciante,Flying,222240,0 days 00:03:42.240000,música
2020-10-24 05:19:00,John Frusciante,Pleasure Explanation,254259,0 days 00:04:14.259000,música
2020-10-24 05:21:00,John Frusciante,Blind Aim,151469,0 days 00:02:31.469000,música
2020-10-24 05:22:00,John Frusciante,Song To Sing When I'm Lonely,27024,0 days 00:00:27.024000,música
2020-10-24 05:22:00,John Frusciante,Reach Out,38292,0 days 00:00:38.292000,música
2020-10-24 05:28:00,John Frusciante,Carvel,374800,0 days 00:06:14.800000,música
2020-10-24 07:45:00,John Frusciante,Central,297919,0 days 00:04:57.919000,música
2020-10-24 18:24:00,John Frusciante,Central,31697,0 days 00:00:31.697000,música
2020-10-24 19:20:00,São Paulo Mil Grau Podcast,"15# BINACIONAL, FORTALEZA ft. RUMMENS",1924080,0 days 00:32:04.080000,podcast
2020-10-24 20:29:00,São Paulo Mil Grau Podcast,"15# BINACIONAL, FORTALEZA ft. RUMMENS",761678,0 days 00:12:41.678000,podcast
2020-10-24 20:46:00,Não Ouvo Podcasts,Se Eu Fosse Você #133 - O Barulho Misterioso,1001064,0 days 00:16:41.064000,podcast
2020-10-24 20:47:00,Sexoterapia,#3: Sexo casual é para todo mundo?,76053,0 days 00:01:16.053000,podcast
2020-10-25 02:53:00,Podcast Tecnopolítica,Tecnopolítica #67: Os riscos da militarização da proteção de dados,582755,0 days 00:09:42.755000,podcast
2020-10-25 02:53:00,Sexoterapia,#3: Sexo casual é para todo mundo?,5520,0 days 00:00:05.520000,podcast
2020-10-25 03:40:00,Sexoterapia,#3: Sexo casual é para todo mundo?,2615428,0 days 00:43:35.428000,podcast
2020-10-25 11:22:00,Não Ouvo Podcasts,Não Ouvo #248 - TOP Melhores Filmes Que Nunca Vimos,2146634,0 days 00:35:46.634000,podcast
2020-10-25 13:37:00,Não Ouvo Podcasts,Não Ouvo #248 - TOP Melhores Filmes Que Nunca Vimos,627218,0 days 00:10:27.218000,podcast
2020-10-25 13:42:00,Xadrez Verbal,Especial Coronavírus #24,278916,0 days 00:04:38.916000,podcast
2020-10-25 18:03:00,Nas,Affirmative Action,68440,0 days 00:01:08.440000,música
2020-10-25 18:13:00,Sabotage,Mosquito,204453,0 days 00:03:24.453000,música
2020-10-25 18:16:00,Xadrez Verbal,Especial Coronavírus #24,158756,0 days 00:02:38.756000,podcast
2020-10-25 18:21:00,Sabotage,Superar,306493,0 days 00:05:06.493000,música
2020-10-25 18:27:00,Sabotage,Canão Foi Tão Bom,330792,0 days 00:05:30.792000,música
2020-10-25 18:37:00,Sabotage,País da Fome: Homens Animais,367799,0 days 00:06:07.799000,música
2020-10-25 18:41:00,Sabotage,Maloca É Maré,243759,0 days 00:04:03.759000,música
2020-10-25 18:46:00,Sabotage,Respeito É Lei,247746,0 days 00:04:07.746000,música
2020-10-25 20:32:00,Sabotage,Quem Viver Verá,47847,0 days 00:00:47.847000,música
2020-10-25 23:01:00,BRAZA,Pedro Pedreiro Parou de Esperar,170613,0 days 00:02:50.613000,música
2020-10-25 23:05:00,Those Dancing Days,Can't Find Entrance - Markus Krunegård Remix,47950,0 days 00:00:47.950000,música
2020-10-25 23:05:00,BRAZA,Selecta,221236,0 days 00:03:41.236000,música
2020-10-25 23:08:00,Joel Alme,The Way We Used To Beg,174986,0 days 00:02:54.986000,música
2020-10-25 23:11:00,Lykke Li,deep end,185728,0 days 00:03:05.728000,música
2020-10-25 23:15:00,Niki & The Dove,So Much It Hurts,227001,0 days 00:03:47.001000,música
2020-10-25 23:19:00,Lykke Li,two nights (feat. Aminé),204360,0 days 00:03:24.360000,música
2020-10-25 23:22:00,Den svenska björnstammen,Stora plank & små staket,205440,0 days 00:03:25.440000,música
2020-10-25 23:26:00,Lykke Li,I Will Survive,209333,0 days 00:03:29.333000,música
2020-10-25 23:27:00,Camera Obscura,"Lloyd, I'm Ready To Be Heartbroken",72500,0 days 00:01:12.500000,música
2020-10-26 02:56:00,Cake,I Will Survive,129880,0 days 00:02:09.880000,música
2020-10-26 03:00:00,Sp Funk,Enxame,272972,0 days 00:04:32.972000,música
2020-10-26 04:07:00,Sabotage,Introdução,148423,0 days 00:02:28.423000,música
2020-10-26 04:12:00,Sabotage,Rap É Compromisso,263919,0 days 00:04:23.919000,música
2020-10-26 04:17:00,Sabotage,Um Bom Lugar,305386,0 days 00:05:05.386000,música
2020-10-26 04:23:00,Sabotage,No Brooklin,347213,0 days 00:05:47.213000,música
2020-10-26 04:30:00,Sabotage,Cocaína,298563,0 days 00:04:58.563000,música
2020-10-26 04:37:00,Sabotage,A Cultura,21375,0 days 00:00:21.375000,música
2020-10-26 04:37:00,Sabotage,Na Zona Sul,315493,0 days 00:05:15.493000,música
2020-10-26 06:37:00,Xadrez Verbal,Especial Coronavírus #24,898033,0 days 00:14:58.033000,podcast
2020-10-26 13:48:00,Xadrez Verbal,Especial Coronavírus #24,600677,0 days 00:10:00.677000,podcast
2020-10-26 14:57:00,Afrofuturo, Tempo com Gustavo Nogueira ,1363976,0 days 00:22:43.976000,podcast
2020-10-26 15:11:00,Afrofuturo, Tempo com Gustavo Nogueira ,655405,0 days 00:10:55.405000,podcast
2020-10-26 15:47:00,Afrofuturo, Tempo com Gustavo Nogueira ,418263,0 days 00:06:58.263000,podcast
2020-10-26 16:09:00,Afrofuturo, Tempo com Gustavo Nogueira ,987135,0 days 00:16:27.135000,podcast
2020-10-26 16:52:00,Afrofuturo, Tempo com Gustavo Nogueira ,2033635,0 days 00:33:53.635000,podcast
2020-10-26 17:29:00,Prancheta do PVC - Paulo Vinícius Coelho,Inter e Flamengo fizeram uma das melhores partidas do fim de semana,355787,0 days 00:05:55.787000,podcast
2020-10-26 17:30:00,Lado Black,Lado Black #101 • Spotify e o capitalismo de dados,28290,0 days 00:00:28.290000,podcast
2020-10-26 17:35:00,Sabotage,A Cultura,282853,0 days 00:04:42.853000,música
2020-10-26 17:40:00,Sabotage,Respeito É pra Quem Tem,329910,0 days 00:05:29.910000,música
2020-10-26 17:44:00,Sabotage,Respeito É pra Quem Tem,16677,0 days 00:00:16.677000,música
2020-10-26 17:44:00,Sabotage,Incentivando o Som,236519,0 days 00:03:56.519000,música
2020-10-26 17:48:00,Sabotage,País de Fome,223470,0 days 00:03:43.470000,música
2020-10-26 17:54:00,Sabotage,Cantando pro Santo,366412,0 days 00:06:06.412000,música
2020-10-26 17:56:00,Instituto,Cabeça de Nêgo,114942,0 days 00:01:54.942000,música
2020-10-26 18:00:00,Sabotage,Rap É Compromisso - Instrumental,12567,0 days 00:00:12.567000,música
2020-10-26 18:00:00,Instituto,Cabeça de Nêgo,122485,0 days 00:02:02.485000,música
2020-10-26 18:01:00,Black Alien,1972 (Intro),67571,0 days 00:01:07.571000,música
2020-10-26 18:05:00,Black Alien,Rolo Compressor,191981,0 days 00:03:11.981000,música
2020-10-26 18:09:00,Black Alien,Somos o Mundo,254769,0 days 00:04:14.769000,música
2020-10-26 18:14:00,Edi Rock,Rock'n'roll,285328,0 days 00:04:45.328000,música
2020-10-26 18:18:00,Black Alien,Terra,256068,0 days 00:04:16.068000,música
2020-10-26 18:22:00,Parteum,Skate no Pé,264334,0 days 00:04:24.334000,música
2020-10-26 18:26:00,Black Alien,Quem É Voce?,234703,0 days 00:03:54.703000,música
2020-10-26 18:30:00,Black Alien,Falando do Meu Bem,244228,0 days 00:04:04.228000,música
2020-10-26 18:34:00,Black Alien,Identidade,230834,0 days 00:03:50.834000,música
2020-10-26 18:37:00,Black Alien,O Estranho Vizinho da Frente,176318,0 days 00:02:56.318000,música
2020-10-26 18:41:00,Black Alien,Homem de Família,212725,0 days 00:03:32.725000,música
2020-10-26 18:43:00,Black Alien,Carta Pra Amy,4571,0 days 00:00:04.571000,música
2020-10-26 18:43:00,Black Alien,Cidadão Honorário (Outro),153856,0 days 00:02:33.856000,música
2020-10-26 18:44:00,Bad Brains,Banned in D.C.,41780,0 days 00:00:41.780000,música
2020-10-26 18:47:00,The Budos Band,T.I.B.W.F.,160590,0 days 00:02:40.590000,música
2020-10-26 18:50:00,The Budos Band,Gun Metal Grey,196746,0 days 00:03:16.746000,música
2020-10-26 19:24:00,The Budos Band,Up From the South,133947,0 days 00:02:13.947000,música
2020-10-27 00:58:00,Djonga,O Cara de Óculos (prod. Coyote Beatz),250016,0 days 00:04:10.016000,música
2020-10-27 01:01:00,Djonga,Não Sei Rezar (prod. Coyote Beatz),183160,0 days 00:03:03.160000,música
2020-10-27 01:05:00,Djonga,Oto Patamá (prod. Coyote Beatz),237959,0 days 00:03:57.959000,música
2020-10-27 01:08:00,Djonga,Todo Errado (prod. Coyote Beatz),197556,0 days 00:03:17.556000,música
2020-10-27 01:12:00,Djonga,Gelo (prod. Coyote Beatz),229088,0 days 00:03:49.088000,música
2020-10-27 01:14:00,Djonga,Hoje Não (prod. Coyote Beatz),53305,0 days 00:00:53.305000,música
2020-10-27 01:17:00,Djonga,Mania (prod. Coyote Beatz),186720,0 days 00:03:06.720000,música
2020-10-27 01:21:00,Djonga,Procuro Alguém (prod. Coyote Beatz),213983,0 days 00:03:33.983000,música
2020-10-27 01:24:00,Djonga,Deus Dará (prod. Coyote Beatz),228114,0 days 00:03:48.114000,música
2020-10-27 01:27:00,Djonga,Amr Sinto Falta da Nssa Ksa (prod. Renan Samam),136534,0 days 00:02:16.534000,música
2020-10-27 01:57:00,Djonga,O Mundo é Nosso,8320,0 days 00:00:08.320000,música
2020-10-27 02:01:00,SpinCast,#34 - Conversa com Pablo Ortellado,9297,0 days 00:00:09.297000,podcast
2020-10-27 02:01:00,Xadrez Verbal,Especial Coronavírus #24,2129990,0 days 00:35:29.990000,podcast
2020-10-27 03:01:00,SpinCast,#34 - Conversa com Pablo Ortellado,3036359,0 days 00:50:36.359000,podcast
