Emicida," Emicida - Principia part. Pastor Henrique Vieira, Fabiana Cozza, Pastoras do Rosário",2021-05-24T16:21:53.778Z
Emicida, Emicida - É tudo pra ontem part. Gilberto Gil,2021-05-24T16:13:51.534Z
Julio Secchin, Julio Secchin - Jovem (Clipe Oficial),2021-05-24T16:10:39.951Z
adsense, https://www.youtube.com/watch?v=ilYgLWiT2a0,2021-05-24T14:26:51.169Z
Machado Videos," Photoshop CC 2017 Como Baixar, Instalar e Ativar em PT-BR!",2021-05-24T14:20:46.468Z
Tecnollar Tecnologia, BAIXAR PHOTOSHOP EM 2021 COMPLETO EM PORTUGUÊS 64BITS,2021-05-24T14:12:48.015Z
Tecnollar Tecnologia, O QUE É TORRENT? COMO FUNCIONA? É ILEGAL? QUAIS OS MELHORES GERENCIADORES/APLICATIVOS DE TORRENT?,2021-05-24T13:51:51.644Z
Centro DO Downloads, Como instalar Adobe Photoshop cc 2017  x86 e x64,2021-05-24T12:35:56.125Z
Daniela Silvh, ROTINA TRABALHANDO NA NOSSA HAMBURGUERIA DELIVERY | ORGANIZAÇÃO | PEDIDOS | LIMPEZA  - DANI SILVH,2021-05-24T00:27:55.217Z
Jp Fernandes, EQUIPAMENTOS PARA SUA HAMBURGUERIA,2021-05-24T00:24:26.536Z
Jp Fernandes, COMO MONTEI MINHA HAMBURGUERIA DO ZERO,2021-05-24T00:18:15.570Z
Samuel Lima, Como montei uma lanchonete com 300 reais.,2021-05-24T00:09:30.370Z
Eduardo Perrone, Como Montar um Hambúrguer Caseiro Corretamente - Sanduba Insano,2021-05-24T00:07:48.762Z
Daniela Silvh, INAUGURAÇÃO 😍| PRIMEIRO DIA DA NOSSA HAMBURGUERIA - DANI SILVH,2021-05-23T23:51:16.455Z
RANGO, Especial 9 molhos para Hambúrguer - parte 2 - burger sauces,2021-05-23T23:29:15.489Z
RANGO, Especial 9 molhos para Hambúrguer - parte 1 - Burger sauces,2021-05-23T23:12:30.986Z
Victor Bacchi, COMO LUCREI 5 MIL EM 1 MÊS COM UM DELIVERY EM CASA,2021-05-23T22:23:46.460Z
Michelli Brito, Github: Criando um Branch e  fazendo um Merge,2021-05-22T22:47:29.128Z
Filipe Deschamps," GitHub, Repositório Open Source, Gestão do Projeto e Escopo de cada Robô (Project Management)",2021-05-22T22:45:05.086Z
Jeterson Lordano, Como enviar um projeto para o GitHub? (SEM ENROLAÇÃO),2021-05-22T22:35:19.140Z
CodeAM, Tutorial de Git - Criando uma branch,2021-05-22T22:33:57.776Z
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-05-22T14:53:10.084Z
Forever Young," (FREE) Drake Type Beat - ""On My Soul""",2021-05-22T14:52:55.742Z
adsense,Visited https://www.youtube.com/watch?v=7N0d1EvZEd0,2021-05-22T14:52:53.581Z
Balance Cooper," (FREE) A$AP ROCKY X KENDRICK LAMAR TYPE BEAT ""COZY DREAMS""",2021-05-22T14:48:50.572Z
XavierX Beatz," Freestyle Boom Bap Beat | ""TRAICION"" | Jazz Boom Bap Instrumental Uso libre |",2021-05-22T14:48:45.231Z
XavierX Beatz," Guitar Boom Bap Beat | ""BENDITO DESAMOR"" |  Jazz Boom Bap Instrumental Uso Libre |",2021-05-22T14:48:12.517Z
Bulga Beatz," [FREE FOR PROFIT] BASE DE RAP BOOM BAP - ""BULLY"" | HIP HOP INSTRUMENTAL | Rap Freestyle Beat",2021-05-22T14:47:55.133Z
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-22T14:43:00.196Z
OQ Produções, Kayblack e Levi - Diamantes ( Prod. Wall Hein ),2021-05-22T14:38:46.712Z
"CORTES RAP, FALANDO [OFICIAL]"," PQ O SANT SE APOSENTOU DO RAP?  | rap, falando: cortes",2021-05-22T14:31:54.453Z
Lecter," Como baixar, instalar e ativar Photoshop CC 2015 32x64 - 2018",2021-05-21T23:18:59.274Z
Jhit Naguindas, Como BAIXAR o PHOTOSHOP CC 2021 GRÁTIS (JÁ CRACKEADO),2021-05-21T23:17:59.098Z
Prof. Cíntia Pinho, GitHub - Configurar Git Bash e subir arquivos para o repositório - Parte 2,2021-05-21T22:15:47.837Z
BK', BK' - Titãs (Gigantes),2021-05-21T22:13:57.457Z
BK', BK' - Universo | O Líder em Movimento,2021-05-21T22:09:40.137Z
BK', BK' - Mudando o Jogo,2021-05-21T22:06:55.640Z
BK'," BK' - Dinheiro, Poder, Respeito",2021-05-21T22:03:44.285Z
Rodrigo TeORiA, Supletivo DH - Metabase,2021-05-21T18:32:10.832Z
adsense,Visited http://www.toomics.in/br/webtoon/detail/code/95423/ep/0/toon/4698/a/ET228051821?pid=POR_GG_CID-ET228051821_StepM&channel=Google,2021-05-20T23:41:18.595Z
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #06,2021-05-20T23:35:17.547Z
SemstressTv," Rincon da aulas de historia e fala de Matuê, Jovem dex e KayBlack.",2021-05-20T23:30:01.955Z
Meteoro Brasil, BOLSONARO NO TRIBUNAL PENAL INTERNACIONAL,2021-05-20T23:10:57.977Z
Meteoro Brasil, A LUTA CONTRA O FASCISMO DENTRO DAS POLÍCIAS,2021-05-20T22:51:15.270Z
Meteoro Brasil, ERNESTO ARAÚJO NA CPI: UM RESUMO,2021-05-20T22:38:23.926Z
Porta dos Fundos, PFIZER,2021-05-20T22:34:32.472Z
Meteoro Brasil, EDUARDO PAZUELLO NA CPI: UM RESUMO,2021-05-20T22:21:11.034Z
MV Bill, MV BILL - VOANDO BAIXO (Full Album),2021-05-20T22:16:17.408Z
adsense, https://www.youtube.com/watch?v=QCSrK5e2YiU,2021-05-20T22:08:29.142Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Becca Perret - Mulher",2021-05-20T20:29:39.871Z
Lucas e Orelha (Oficial), Lucas e Orelha - Felicidade Black V (Clipe Oficial),2021-05-20T20:14:56.300Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Marcinho, Buchecha, Lellê - É Tão Bom Sonhar (Felicidade Black III) [Clipe Oficial]",2021-05-20T20:11:46.635Z
Lucas e Orelha (Oficial)," Lucas e Orelha - Felicidade Black feat. Rapha Lucas, Becca Perret, DJ Zullu (Clipe Oficial)",2021-05-20T20:08:46.521Z
Lucas e Orelha (Oficial)," Lucas e Orelha, MC Rebecca, Mumuzinho - Mãe Africa (Felicidade Black II) [Clipe Oficial]",2021-05-20T20:05:05.077Z
Lucas e Orelha (Oficial)," Lucas e Orelha, Mih - João Ninguém (Felicidade Black IV) [Clipe Oficial]",2021-05-20T20:02:10.216Z
Lucas e Orelha (Oficial), MASHUP OS MENINU I - Menos é Mais X Gustavo Lins X Os Travessos X Ferrugem X Sorriso Maroto,2021-05-20T20:00:56.037Z
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-20T19:41:01.909Z
Mr Bean, Mr Bean's Top 10 Moments | Mr Bean,2021-05-20T19:32:41.511Z
Stefan Baby, Cinco Minutos - Clipe Oficial,2021-05-20T19:30:19.746Z
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-20T19:30:00.156Z
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-20T19:29:31.287Z
America's Funniest Home Videos, Ocean Eats Human | Best Summer FAILS! AFV 2019,2021-05-20T19:27:26.937Z
America's Funniest Home Videos, This Will Go Well We're Sure 😉 | Fails of the Week | April 2019 AFV,2021-05-20T19:26:24.612Z
Fr4nce, FOOTBALL REWIND 2020 - TOP FUNNIEST FOOTBALL CLIPS OF THE YEAR (TRY NOT TO LAUGH),2021-05-20T19:26:19.652Z
Malibu Studios," Malibu || Onde Você Mora - Ferrugem, Gaab, Vitão & Keviin",2021-05-20T19:25:12.612Z
COMÉDIA BRASIL, PIORES TOMBOS ▼TENTE NÃO RIR▲VIDEOS ENGRAÇADOS 2021 #03,2021-05-20T19:21:56.183Z
FailArmy, Try Not to Laugh Challenge! Funny Fails | Fails of the Week | FailArmy,2021-05-20T19:21:23.805Z
Cassetadas , Vídeo Cassetadas #3,2021-05-20T19:21:02.791Z
Tudo e Mais Um Pouco, SLIMES MAS BONITAS DO MUNDO 😱🌏😍,2021-05-20T19:19:26.921Z
Tudo e Mais Um Pouco, MELHORES FILMES ANIMADOS DO MUNDO 🌏 😱❤️,2021-05-20T19:18:19.912Z
Bóson Treinamentos, MySQL - HAVING - Filtrando os resultados do Agrupamento - 27,2021-05-20T13:41:13.089Z
Fabio Prado, Usando a cláusula HAVING em instruções SQL,2021-05-20T13:30:06.466Z
Rap News World, Projota Humilh4 garota e Eduardo Taddeo ensina como se deve fazer,2021-05-20T13:22:54.834Z
Diolinux, Uma lição de História: Você conhece o primeiro Ubuntu?,2021-05-19T18:30:15.573Z
Criolo, Criolo - Ainda Há Tempo (Álbum Completo) - 2016,2021-05-19T14:04:13.275Z
Daniel Moraes, Black Alien Abaixo de Zero Hello Hell - Todas as Músicas em Excelente Som!!!,2021-05-19T13:37:23.037Z
FBC, FBC - PADRIM (Full Album),2021-05-19T13:36:37.391Z
BK', BK' - Castelos & Ruínas (Álbum Completo),2021-05-19T12:55:00.947Z
FBC, FBC - PIOR QUE ELES,2021-05-19T12:50:43.985Z
FBC, FBC - AUTO AJUDA,2021-05-19T12:47:38.588Z
PineappleStormTV," Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2021-05-19T12:46:33.924Z
OficialHungria, Hungria Hip Hop - Made in Favela (Official Music Video),2021-05-19T12:46:31.877Z
PacificadoresOficial, Pacificadores - Corda Bamba (Single 2020),2021-05-19T12:46:28.767Z
Veagá Filmes, WG.Tay - Drink Na Mão (Veagá Filmes) prod. @beatdohostil [ TRAP SP ],2021-05-19T12:46:17.554Z
Kamau, Kamau - Pensei (Video Oficial),2021-05-19T12:43:04.992Z
Orochi, Orochi “MITSUBISHI” 🔞 (prod. Kizzy),2021-05-19T12:42:59.474Z
TvCostaGold," Costa Gold - The Cypher Deffect 2 (feat. Kant, Chayco e Spinardi) [prod. Nine e Biasi] Clipe Oficial",2021-05-19T12:42:57.784Z
Gnu Rec, Xlucas - Xanax 💊  [Official Music Video],2021-05-19T12:42:47.637Z
PineappleStormTV," Poesia Acústica #10 -Recomeçar -Mc Cabelinho, Orochi, JayA Luuck, Pk, Black, Delacruz, Bk’, Ludmilla",2021-05-19T12:42:40.096Z
Love Funk, Hungria Hip Hop e MC Lipi - Um Brinde Pra Nós (Love Funk) DJ GM,2021-05-19T12:42:37.724Z
Bendita Gravadora, Mc Sid - F*ck This Sh*t (Diss),2021-05-19T12:42:28.617Z
PineappleStormTV, Aulas e Palestras - DK47 ft. Kyan e Borges (Prod. Moyz),2021-05-19T12:39:10.903Z
Skull, Skull - Rolê Insano FT. Yan no Beat,2021-05-19T12:39:07.042Z
OQ Produções, Kawe & Dexter - De 90 Pra Cá ( Prod. Jay OQ ),2021-05-19T12:39:03.103Z
SÓ AS BRABA Records, CP no Beat - Vendo o Sol Nascer Feat. Ssance (Clipe Oficial),2021-05-19T12:38:59.434Z
Hash Produções, Jovemdex - Tapa ;) (Vídeo Oficial),2021-05-19T12:38:56.343Z
Tribo da Periferia, Tribo da Periferia - RESILIÊNCIA [Híbrido] (Official Music Video),2021-05-19T12:38:53.499Z
Skull, 3. Skull - Baby,2021-05-19T12:38:49.257Z
Bagua Records, Xamã feat. Marília Mendonça - Leão (Clipe Oficial) (Prod. NeoBeats),2021-05-19T12:38:32.050Z
30PRAUM, Teto - M4 feat. Matuê,2021-05-19T12:35:23.870Z
SÓ AS BRABA Records, CP no Beat - Se Tu For Pro BBB Feat. Gu [Lyric Video],2021-05-19T12:35:20.108Z
L7NNON, L7NNON - Da Boca (prod. Papatinho),2021-05-19T12:35:17.419Z
OficialHungria, Hungria Hip Hop - Legacy (Official Music Video),2021-05-19T12:35:15.730Z
NUME Records, Lamark - 1AM (Ft.@Gu7o Oficial)  (Clipe Oficial),2021-05-19T12:35:14.124Z
BIN, BIN - Saturno (prod. Ajaxx),2021-05-19T12:35:10.160Z
OQ Produções, Kawe & Lele JP - MDS ( Prod Jay OQ ) Original Quality,2021-05-19T12:35:08.503Z
Skull, 4. Skull - Um nós,2021-05-19T12:35:04.906Z
L7NNON, L7NNON - Freio da Blazer 🚨 (prod. Ajaxx & Galdino),2021-05-19T12:35:02.613Z
SÓ AS BRABA Records, Sigilo - Matheus Stenzel | CP no Beat,2021-05-19T12:34:10.896Z
MC Poze do Rodo, MC Poze do Rodo - Vida Louca (prod. Neobeats),2021-05-19T12:31:06.345Z
BIN, BIN - Castelo de Areia (Clipe Oficial),2021-05-19T12:27:56.646Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19T12:24:56.137Z
Flakron," A Storytelling Hip-Hop Beat || ""Symphony"" (Prod. Flakron)",2021-05-19T12:22:03.104Z
90's Beats, ''Alone '' -  Sad Boom Bap 90s Rap Beat Instrumental  - Prod  90's Beats,2021-05-19T12:21:35.367Z
adsense, MagaluCard - Magalu,2021-05-19T12:20:27.669Z
Prod. Ttheuz1n," (FREE) Orochi x TZ da Coronel x Borges Type Beat ""Europa"" (Prod. Ttheuz1n)",2021-05-19T03:22:56.172Z
Beatz Era," (FREE) Travis Scott  - ""Paris"" | SUPREME I Free Type Beat I Trap Beat Instrumental",2021-05-19T03:18:15.058Z
Cortes Podpah [OFICIAL], LOLLAPALOOZA COM TRAVIS SCOTT,2021-05-19T03:17:54.848Z
Balance Cooper," (FREE) BRENT FAIYAZ TYPE BEAT ""CHANGE OF SEASON""",2021-05-19T03:15:39.075Z
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-05-19T03:10:45.792Z
Ayberk Aktaş, [FREE] Sad Piano Type Beat,2021-05-19T03:10:18.450Z
[CesarMBeatZ]," BASE DE RAP - "" NO ESTOY BIEN "" - INSTRUMENTAL HIP-HOP UNDERGROUND - 2020 - [CesarMBeatZ]",2021-05-19T03:04:24.931Z
Case-g Music, BASE DE RAP - SENTIMIENTOS FRIOS - UNDERGROUND HIP HOP INSTRUMENTAL,2021-05-19T03:04:17.671Z
Raza Beatz," ""Escritura Nocturna"" - Base De Rap Underground | Boom Bap Beats | Sad Guitar Hip Hop Instrumental",2021-05-19T03:03:10.808Z
XavierX Beatz," Guitar Sample Boom Bap Beat | ""LA CANTINA"" | Boom Bap Triste Instrumental Uso Libre |",2021-05-19T03:01:56.983Z
KHALI BEATS, Classic Boom Bap Sample Type Beat - 90s RAP Instrumental - (prod. KHALI BEATS),2021-05-19T03:01:49.973Z
Casa Verde Beats," [Free] Boom Bap ""Dark tunes"" Base de Rap - Casa Verde Beats",2021-05-19T03:00:45.802Z
Icaro Beats," Base de Rap, Boom Bap/ Trap Beat - "" Liga "" (Uso Livre) | Prod. IcaroBeats",2021-05-19T03:00:20.319Z
Khronos Beats," ""Hammer"" - Rap Freestyle Type Beat | Hard Underground Boom Bap Type Beat (By KhronosBeats)",2021-05-19T02:58:57.034Z
90's Beats," ""Booming"" 90's Old School Instrumental Rap Hip Hop Boom Bap Beat (SOLD)",2021-05-19T02:57:32.344Z
Rubz On The Track," [SOLD] Gambi x Offset Type Beat - ""Smoke"" | Guitar Rap Instrumental 2021",2021-05-19T02:56:48.527Z
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-19T02:52:12.942Z
ESKRY," [SOLD] SKI MASK THE SLUMP GOD TYPE BEAT ""DRUM"" (prod. ESKRY)",2021-05-19T02:49:26.171Z
ESKRY," [FREE] SKI MASK THE SLUMP GOD TYPE BEAT ""BLOODY (DRUM 4)"" (prod. ESKRY)",2021-05-19T02:49:11.825Z
Prod Camelo, [FREE] Sidoka x Lil Skies Type Beat / Free 'LoveBit' Trap Beats 2020 - Rap Instrumental @Prod.Camelo,2021-05-19T02:43:22.766Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19T02:38:30.550Z
midsummer, [FREE] Lo-fi type beat - Lighter | lofi hiphop beat,2021-05-19T02:36:07.392Z
Bóson Treinamentos, O que são Subconsultas SQL (Subqueries) em Bancos de Dados,2021-05-18T23:30:39.823Z
Daniel Morais Infocotidiano, Curso PostgreSQL #24 Min() e Max(),2021-05-18T23:01:47.142Z
BOTECO F1, A MELHOR TEMPORADA de FÓRMULA 1™ que JÁ VIMOS | ESPECIAL 1000 CORRIDAS (Parte 01),2021-05-18T20:11:51.539Z
BOTECO F1, A CIÊNCIA e a MULHER na FÓRMULA 1™,2021-05-18T20:01:54.953Z
elasnapista, Conheça TODAS as mulheres que PILOTARAM na Fórmula 1,2021-05-18T20:01:27.368Z
BOTECO F1, Por que não existem MULHERES na FÓRMULA 1™?,2021-05-18T20:01:05.225Z
BOTECO F1, As NOVAS REGRAS da FÓRMULA 1 para 2020-2025 | EXPLICADAS 🏎️🔍👀,2021-05-18T19:58:25.663Z
BOTECO F1, Quais são as MUDANÇAS nos CARROS da FÓRMULA 1 para 2021? 🏎🔍👀,2021-05-18T19:58:08.149Z
SemstressTv, EMICIDA VS RASHID - QUEM ERA MELHOR?,2021-05-18T19:51:15.331Z
SemstressTv," OS 3 TEMORES RASHID, PROJOTA E EMICIDA.",2021-05-18T19:43:03.714Z
One Tutorial, Curso de Banco de Dados #2 Tutorial PostgreSQL Aula 1 Basico,2021-05-14T15:56:09.675Z
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14T15:50:22.729Z
Professor MarcoMaddo," Guia Completo PostgreSQL - pgAdmin Criar, Copiar e Restaurar um Banco de Dados",2021-05-14T15:35:44.648Z
Aecio Marques Teixeira, Exportar e Importar dados do PostgreSQL para arquivos .CSV,2021-05-14T15:35:06.092Z
Fernando Anselmo, Postgres no Docker,2021-05-14T02:15:50.042Z
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14T01:58:41.522Z
Alura Cursos Online, O que é ACID? #AluraMais,2021-05-14T01:13:10.827Z
Dbbits - Marcelo Adade, Introdução ao Log de Transações do SQL SERVER,2021-05-14T00:12:37.472Z
Alessandro Trovato, SQL SERVER - 30 - TRANSACTION - Protegendo seus dados com o uso de transações,2021-05-14T00:10:00.069Z
Zurubabel, Curso SQL Server Para Iniciantes (Aula 23) - Transações,2021-05-14T00:08:58.292Z
Alura Cursos Online, O que é Machine Learning? #HipstersPontoTube,2021-05-13T22:31:30.277Z
Curso em Vídeo, Curso MySQL #15 - Chaves Estrangeiras e JOIN,2021-05-13T14:20:36.061Z
Curso em Vídeo, ♫ Baile de Tabela ♫ [Paródia - Baile de Favela - MC João],2021-05-13T13:30:30.170Z
Curso em Vídeo, Curso MySQL #16 - INNER JOIN com várias tabelas,2021-05-13T13:27:16.664Z
Mario Filho, Ela se Tornou Cientista de Dados em Apenas 6 Meses - Live #37,2021-05-13T13:22:07.360Z
adsense, https://www.youtube.com/watch?v=nDgMUpWFOR8,2021-05-13T02:42:06.012Z
7 Minutoz, Rap do Naruto - O DEMÔNIO DENTRO DE MIM | NERD HITS,2021-05-13T02:24:06.507Z
7 Minutoz, Rap do Pennywise (IT: A Coisa) - O PALHAÇO | NERD HITS,2021-05-13T02:18:53.227Z
7 Minutoz, Rap do Coringa (Batman) - POR QUE ESTÁ TÃO SÉRIO? | NERD HITS,2021-05-13T02:13:56.096Z
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-13T02:11:25.021Z
7 Minutoz, Rap da Akatsuki (Naruto) - OS NINJAS MAIS PROCURADOS DO MUNDO | NERD HITS,2021-05-13T01:59:18.226Z
7 Minutoz, Rap do Itachi (Naruto) - ESSA DOR QUE CAUSEI... | NERD HITS,2021-05-13T01:55:50.739Z
7 Minutoz," Rap do Kakashi, Naruto, Sasuke e Sakura - TIME 7 | NERD HITS",2021-05-13T01:52:08.925Z
7 Minutoz, Rap do Gaara (Naruto) - CAIXÃO DE AREIA | NERD HITS,2021-05-13T01:49:30.434Z
7 Minutoz, Rap do Kakashi (Naruto) - AQUELE QUE COPIA OS 1.000 JUTSUS | NERD HITS,2021-05-13T01:46:28.893Z
All Place Br, Rap do Coringa 💎 MINHA MENTE É INSANA 💎 JOKER | AllPlaceBr,2021-05-13T01:33:39.598Z
7 Minutoz, Rap do Venom (Homem-Aranha) - NÓS SOMOS VENOM | NERD HITS,2021-05-13T01:28:34.532Z
didatics, 8 SINAIS DE QUE ALGUÉM ESTÁ ESCONDENDO A DEPRESSÃO,2021-05-13T01:13:56Z
didatics, 10 COISAS QUE A DEPRESSÃO NOS LEVA A FAZER,2021-05-13T01:13:15.510Z
Elaine Montenegro, COMO GANHAR DINHEIRO NO YOUTUBE SEM APARECER | COPIE E COLE,2021-05-13T01:03:47.266Z
Ferramentas Blog, Tipos de Vídeos que você NÃO precisa aparecer,2021-05-13T01:01:19.477Z
adsense, 🎥 Como CRIAR Um Canal No YOUTUBE Em 2021 PASSO A PASSO ✔,2021-05-13T00:48:40.283Z
Gabriel Produções, O Vendedor de Sonhos - Não tenha Medo do Caminho! Vídeo Motivacional (Motivação 2021),2021-05-12T23:59:36.215Z
Gloria Groove, Gloria Groove - Apaga a Luz,2021-05-12T23:59:07.193Z
Minutos Psíquicos, DEPRESSÃO,2021-05-12T23:52:32.391Z
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-12T23:44:18.431Z
Lexa, Lexa :: Posso Ser (Clipe Oficial),2021-05-12T23:43:57.100Z
Lexa, Lexa e Sorriso Maroto - Quase Lá (Clipe oficial),2021-05-12T23:41:17.071Z
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-05-09T14:53:04.146Z
Curso em Vídeo, Exercício Python #077 - Contando vogais em Tupla,2021-05-09T14:52:56.591Z
Curso em Vídeo, Exercício Python #076 - Lista de Preços com Tupla,2021-05-09T14:52:52.825Z
Curso em Vídeo, Exercício Python #075 - Análise de dados em uma Tupla,2021-05-09T14:52:50.426Z
Curso em Vídeo, Exercício Python #074 - Maior e menor valores em Tupla,2021-05-09T14:52:39.744Z
Curso em Vídeo, Exercício Python #073 - Tuplas com Times de Futebol,2021-05-09T14:51:50.508Z
Curso em Vídeo, Exercício Python #072 - Número por Extenso,2021-05-09T14:51:44.087Z
Curso em Vídeo, Exercício Python #071 - Simulador de Caixa Eletrônico,2021-05-09T14:51:39.377Z
Curso em Vídeo, Exercício Python #070 - Estatísticas em produtos,2021-05-09T14:51:30.975Z
Curso em Vídeo, Exercício Python #069 - Análise de dados do grupo,2021-05-09T14:51:16.660Z
Curso em Vídeo, Exercício Python #068 - Jogo do Par ou Ímpar,2021-05-09T14:51:03.721Z
Curso em Vídeo, Exercício Python #067 - Tabuada v3.0,2021-05-09T14:50:58.175Z
Curso em Vídeo, Exercício Python #066 - Vários números com flag,2021-05-09T14:50:53.775Z
Curso em Vídeo, Exercício Python #065 - Maior e Menor valores,2021-05-09T14:50:49.144Z
Curso em Vídeo, Exercício Python #064 - Tratando vários valores v1.0,2021-05-09T14:50:43.733Z
Curso em Vídeo, Exercício Python #063 - Sequência de Fibonacci v1.0,2021-05-09T14:50:32.935Z
Curso em Vídeo, Exercício Python #062 - Super Progressão Aritmética v3.0,2021-05-09T14:50:27.638Z
Curso em Vídeo, Exercício Python #061 - Progressão Aritmética v2.0,2021-05-09T14:50:15.161Z
Curso em Vídeo, Exercício Python #060 - Cálculo do Fatorial,2021-05-09T14:50:09.736Z
Curso em Vídeo, Exercício Python #059 - Criando um Menu de Opções,2021-05-09T14:49:56.642Z
Curso em Vídeo, Exercício Python #058 - Jogo da Adivinhação v2.0,2021-05-09T14:49:47.407Z
Curso em Vídeo, Exercício Python #057 - Validação de Dados,2021-05-09T14:49:27.123Z
Curso em Vídeo, Exercício Python #056 - Analisador completo,2021-05-09T14:48:38.500Z
Curso em Vídeo, Exercício Python #055 - Maior e menor da sequência,2021-05-09T14:48:35.074Z
Curso em Vídeo, Exercício Python #054 - Grupo da Maioridade,2021-05-09T14:48:29.737Z
Curso em Vídeo, Exercício Python #053 - Detector de Palíndromo,2021-05-09T14:48:07.231Z
Curso em Vídeo, Exercício Python #052 - Números primos,2021-05-09T14:48:04.958Z
Curso em Vídeo, Exercício Python #051 - Progressão Aritmética,2021-05-09T14:47:52.243Z
Curso em Vídeo, Exercício Python #050 - Soma dos pares,2021-05-09T14:47:29.077Z
Curso em Vídeo, Exercício Python #049 - Tabuada v.2.0,2021-05-09T14:47:27.007Z
Curso em Vídeo, Exercício Python #048 - Soma ímpares múltiplos de três,2021-05-09T14:47:23.198Z
Curso em Vídeo, Exercício Python #047 - Contagem de pares,2021-05-09T14:47:20.105Z
Curso em Vídeo, Exercício Python #046 - Contagem regressiva,2021-05-09T14:46:59.946Z
Curso em Vídeo, Exercício Python #045 - GAME: Pedra Papel e Tesoura,2021-05-09T14:46:55.105Z
Curso em Vídeo, Exercício Python #044 - Gerenciador de Pagamentos,2021-05-09T14:46:51.142Z
Curso em Vídeo, Exercício Python #043 - Índice de Massa Corporal,2021-05-09T14:46:40.014Z
Curso em Vídeo, Exercício Python #042 - Analisando Triângulos v2.0,2021-05-09T14:46:22.952Z
Curso em Vídeo, Python Exercício #041 - Classificando Atletas,2021-05-09T14:46:19.938Z
Curso em Vídeo, Exercício Python #040 - Aquele clássico da Média,2021-05-09T14:46:14.938Z
Curso em Vídeo, Exercício Python #039 - Alistamento Militar,2021-05-09T14:46:12.950Z
Curso em Vídeo, Exercício Python #038 - Comparando números,2021-05-09T14:46:10.429Z
Curso em Vídeo, Exercício Python #037 - Conversor de Bases Numéricas,2021-05-09T14:46:07.439Z
Curso em Vídeo, Exercício Python #036 - Aprovando Empréstimo,2021-05-09T14:46:04.625Z
Curso em Vídeo, Exercício Python #035 - Analisando Triângulo v1.0,2021-05-09T14:45:57.267Z
Curso em Vídeo, Exercício Python #034 - Aumentos múltiplos,2021-05-09T14:45:54.855Z
Curso em Vídeo, Exercício Python #033 - Maior e menor valores,2021-05-09T14:45:52.400Z
Curso em Vídeo, Exercício Python #032 - Ano Bissexto,2021-05-09T14:45:46.284Z
Curso em Vídeo, Exercício Python #031 - Custo da Viagem,2021-05-09T14:45:41.707Z
Curso em Vídeo, Exercício Python #030 - Par ou Ímpar?,2021-05-09T14:45:38.552Z
Curso em Vídeo, Exercício Python #029 - Radar eletrônico,2021-05-09T14:45:34.672Z
Curso em Vídeo, Exercício Python #028 - Jogo da Adivinhação v.1.0,2021-05-09T14:45:28.414Z
Curso em Vídeo, Exercício Python #027 - Primeiro e último nome de uma pessoa,2021-05-09T14:44:48.799Z
Curso em Vídeo, Exercício Python #026 - Primeira e última ocorrência de uma string,2021-05-09T14:39:09.019Z
Curso em Vídeo, Exercício Python #025 - Procurando uma string dentro de outra,2021-05-09T14:38:50.367Z
Curso em Vídeo, Exercício Python #024 - Verificando as primeiras letras de um texto,2021-05-09T14:37:57.493Z
Curso em Vídeo, Exercício Python #023 - Separando dígitos de um número,2021-05-09T14:37:36.814Z
Curso em Vídeo, Exercício Python #022 - Analisador de Textos,2021-05-09T14:36:59.148Z
Curso em Vídeo, Exercício Python #021 - Tocando um MP3,2021-05-09T14:36:42.681Z
Curso em Vídeo, Exercício Python #020 - Sorteando uma ordem na lista,2021-05-09T14:36:10.935Z
