,Canal,Nome vídeo,Data
2547,Icone Filmes1,"Watched Sua Urina É Um Indicador Da Sua Saúde, Não Ignore Suas 7 Cores",2019-12-07 17:52:20.381
2548,MatheusKauanVEVO,Watched Banda A Loba - Cama Velhinha (Sua Música),2019-12-07 14:50:51.101
2549,Michele Andrade,Watched GLOBO NEWS AO VIVO HD,2019-12-07 05:10:52.864
2550,Michele Andrade,Watched AO VIVO: Record News,2019-12-07 05:10:37.041
2551,Top Musik 2,Watched https://www.youtube.com/watch?v=Vtw5b4YNiYI,2019-12-07 03:12:46.365
2552,INCRÍVEL,Watched Medley Forró das Antigas - Michele Andrade ( Promocional 2018.2) Repertório Novo,2019-12-07 03:12:37.675
2553,Sua Música,Watched Eduarda Brasil - Faça Bom Proveito - Feat. Michele Andrade #MinhaVerdade (Clipe Oficial),2019-12-07 03:11:51.817
2554,Canal Games,Watched Bebi liguei - Michele Andrade (Xote),2019-12-06 20:52:35.694
2555,Record News,Watched PEIDA NÃO MEU BEM!!!,2019-12-06 17:44:48.482
2556,adsense,Watched COMO PARAR DE PROCRASTINAR COM HIPNOSE,2019-12-06 17:01:24.319
2557,Michele Andrade,Watched FOMOS EMBORA DO BRASIL.,2019-12-06 02:32:02.584
2558,Eduarda Brasil,Watched ESTOU GRÁVIDA?!,2019-12-06 02:27:43.512
2559,Michele Andrade,Watched 📩CARTA DE APRESENTAÇÃO: Como fazer? | DICAS Práticas,2019-12-03 19:43:00.070
2560,Invento na Hora,"Watched Você me faz tão bem,  Ferrugem",2019-12-02 22:13:55.259
2561,CHARLES BUENO - Universidade Brasileira de Hipnose,Watched Mumuzinho - Mande Um Sinal / Calma / Dom De Sonhar,2019-12-02 22:13:26.302
2562,Invento na Hora,Watched Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,2019-12-02 22:12:33.708
2563,Maria Venture,Watched VOLTAMOS A NAMORAR! #MAGREG,2019-12-01 06:59:06.606
2564,Adriana Cubas,Watched BEIJEI O GREGORY NO JANTAR ROMÂNTICO!,2019-11-27 21:53:49.968
2565,Eliel Super,Watched COMEMOREI MEU ANIVERSÁRIO SOZINHA,2019-11-27 21:53:00.076
2566,MumuzinhoVEVO,Watched MARQUEI UM ENCONTRO COM ELA E FIZ UM JANTAR ROMÂNTICO (MARIA VENTURE),2019-11-27 21:52:33.602
2567,Marília Mendonça,Watched TENTE NÃO RIR!,2019-11-27 21:50:35.043
2568,Maria Venture,Watched FUI PEDIDA EM NAMORO! 💍,2019-11-27 21:49:26.808
2569,Maria Venture,Watched TROLLEI MEU NAMORADO COM UM CHUPÃO E OLHA NO QUE DEU!!! (NÃO ESTAMOS MAIS JUNTOS),2019-11-27 21:45:46.690
2570,Ingrid Ohara TV,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-27 21:41:25.105
2571,Gregory Kessey,Watched a video that has been removed,2019-11-26 15:30:37.237
2572,Sunaika Bruna,Watched Transforme as unhas fracas em fortes com algumas medidas,2019-11-21 15:59:27.280
2573,Maria Venture,Watched https://www.youtube.com/watch?v=EBOoWVTYJcE,2019-11-20 22:08:09.250
2574,By Pamella,Watched CIDADE CIDADÃO | PLANEJAMENTO,2019-11-20 22:06:19.851
2575,PineappleStormTV,Watched Aprova Atualidades 97 -  O planejamento urbano e as cidades,2019-11-20 22:02:24.887
2576,adsense,Watched |O que é erosão| Erosão| Erosão Pluvial|Voçoroca| Erosão do Solo||,2019-11-20 21:52:13.349
2577,Minha Vida,Watched Vídeo educativo sobre deslizamentos de terra - Poli / UFRJ,2019-11-20 21:52:03.960
2578,adsense,Watched CLIMA NO BRASIL | DESASTRES AMBIENTAIS | CHUVA E DESLIZAMENTO DE TERRA |,2019-11-20 21:52:00.622
2579,Arq.Futuro Brasil,Watched Planejamento Urbano e Estatuto das Cidades   parte 1,2019-11-20 21:51:46.248
2580,Aprova Concursos,Watched Brasília: planejamento urbano (1964),2019-11-20 21:51:33.341
2581,Geografia com JeanGrafia,"Watched ""De Longe"" Haikaiss - (Cover) Elana Dara",2019-11-18 15:26:00.744
2582,Marcos Barreto de Mendonça,Watched “Supera” Marília Mendonça | cover Elana Dara,2019-11-18 15:23:39.348
2583,Geografia com JeanGrafia,"Watched ""Sobre Nós"" Poesia Acústica #2 - (Cover) Elana Dara",2019-11-18 15:22:04.339
2584,Fundação Leonel Brizola FLB-AP,Watched “eu to bem” Luiz Lins | Elana Dara (cover),2019-11-18 15:19:35.632
2585,Picilone_,Watched Poesia Acústica 4 - Todo Mundo Odeia Acústico - Bob | MV Bill | Froid | Djonga | Azzy | Delacruz,2019-11-17 18:50:03.949
2586,Elana Dara,Watched a video that has been removed,2019-11-17 18:40:09.155
2587,Elana Dara,Watched Poesia Acústica 6 - Bia Marques (cover),2019-11-17 18:29:46.819
2588,Elana Dara,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-17 03:11:15.627
2589,Elana Dara,"Watched Sunaika explica polêmica com sua diarista Fran, Felipe Neto não vai pedir desculpas",2019-11-16 19:15:46.749
2590,RIBEIRO DETONA ZO,Watched a video that has been removed,2019-11-15 11:06:12.254
2591,adsense,Watched Anderson Rocha Feat. Zé Vaqueiro - O Barraco Virou Mansão,2019-11-14 01:47:54.390
2592,Bia Marques,Watched Como Fazer Enfeite Bolinha de Natal em Papel!,2019-11-13 17:23:35.594
2593,PineappleStormTV,Watched Poesia Acústica #2: Sobre Nós,2019-11-13 01:41:48.076
2594,Treta News,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-13 01:38:31.688
2595,adsense,Watched REAGINDO A MEUS TIK TOK ANTIGO DE CASAL COM A MARIA VENTURE!!,2019-11-12 19:45:49.797
2596,Anderson Rocha & Forró do Tchê,Watched 🔥 FREE FIRE - AO VIVO🔥 RUSHADÃO INSANO E SUBIDÃO DE CAPA 🔥 #60K 🔥,2019-11-12 03:26:31.343
2597,Fazerarte,Watched TROLLEI MINHA NAMORADA COM UMA BARATA FALSA!,2019-11-12 03:12:38.346
2598,Delacruz - Topic,Watched PRIMEIRO ACIDENTE NA CASA NOVA! (Bruna se machucou),2019-11-12 02:54:06.983
2599,PineappleStormTV,Watched O PRIMEIRO BANHO DA KIARA!!!,2019-11-12 02:38:19.854
2600,Gregory Kessey,Watched OLHA O BICHO QUE APARECEU NA NOSSA PRIVADA!!!,2019-11-12 02:27:57.796
2601,D4NTES,Watched Gel Dental Carvão Ativado Hinode,2019-11-11 10:04:57.921
2602,Invento na Hora,Watched Testando o Novo Gel Dental Pro Active da Hinode com carvão ativado. Será que é bom mesmo?,2019-11-11 03:10:20.035
2603,Invento na Hora,Watched Pasta preta para clarear os dentes? Testando o Gel dental Pro-Active Hinode,2019-11-11 03:06:20.302
2604,Invento na Hora,Watched GEL DENTAL DE CARVÃO DA HINODE FUNCIONA?,2019-11-11 03:04:36.804
2605,Invento na Hora,Watched EU E A MARIA VOLTAMOS!? OS EX’S ENTRARAM! - FÉRIAS COM MINHAS EX’S (ÚLTIMO EPISÓDIO) - REALITY SHOW,2019-11-11 01:27:09.072
2606,Hinode Campo Grande MS,Watched Oriente Acústico - Linda Louca e Mimada,2019-11-10 15:15:58.017
2607,Claudia Brigagão,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-10 15:06:21.086
2608,Talita Scoralick,Watched a video that has been removed,2019-11-10 14:12:31.497
2609,Dinha Sobral,Watched DIZENDO SIM PRA TUDO NO SHOPPING PRO MEU NAMORADO,2019-11-10 02:05:44.113
2610,Gregory Kessey,Watched YOUTUBERS ANTES E DEPOIS DA FAMA! 3 (ft. T3ddy),2019-11-10 01:56:44.588
2611,OrienteRJ,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-09 20:49:43.468
2612,PineappleStormTV,Watched Nabrisa & Delacruz - Vida Bandida | Prod. Margiotto (Dir. @solanoav) | CRIASOM,2019-11-09 20:27:30.157
2613,adsense,Watched Projota - Faz Parte ft. Anitta (Ao Vivo),2019-11-09 14:31:39.411
2614,Sunaika Bruna,Watched Gaab & Rodriguinho - Para / Vai Passar,2019-11-09 14:24:43.430
2615,EU FICO LOKO,Watched Oriente Acústico - Linda Louca e Mimada,2019-11-09 14:21:09.968
2616,PineappleStormTV,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2019-11-09 14:05:13.162
2617,CRIASOM,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-09 01:34:46.732
2618,ProjVEVO,Watched Poesia Acústica #6 - Pineapple (cover Livia Suhett),2019-11-08 23:52:25.880
2619,Gaab Oficial,Watched Poesia Acústica #6 - Era Uma Vez | Mc Cabelinho | Orochi | Bob | Ret | Dudu & Xamã | Cover RAMON,2019-11-08 23:48:08.350
2620,OrienteRJ,Watched APRENDA A TOCAR ERA UMA VEZ EM 8 MINUTOS | CIFRA CLUB POCKET,2019-11-08 23:47:29.397
2621,Grito Filmes,Watched “Poesia Acústica #6 | Era uma Vez” - (Cover) Elana Dara,2019-11-08 23:46:34.262
2622,PineappleStormTV,Watched Oriente Acústico - Linda Louca e Mimada,2019-11-08 22:34:32.633
2623,Livia Suhett,Watched RESPONDENDO PERGUNTAS QUE MINHA MÃE SEMPRE QUIS SABER!,2019-11-08 00:35:03.478
2624,RAMON,Watched a video that has been removed,2019-11-07 22:40:22.067
2625,Cifra Club,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-07 21:50:29.713
2626,Elana Dara,Watched https://www.youtube.com/watch?v=yTGHVZQHzTg,2019-11-07 21:48:18.843
2627,OrienteRJ,Watched Oriente Acústico  - Mandona  Part. Mc Hariel,2019-11-07 18:30:54.161
2628,Maria Venture,"Watched Marido chora assassinato da esposa, mas DNA o coloca como principal suspeito",2019-11-07 01:14:21.805
2629,adsense,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-06 22:35:36.308
2630,PineappleStormTV,Watched a video that has been removed,2019-11-06 16:56:52.269
2631,adsense,Watched https://www.youtube.com/watch?v=JJFZPLsHvk0,2019-11-04 22:10:43.164
2632,OrienteRJ,"Watched Poesia Acústica #6 - Era Uma Vez - Mc Cabelinho, Orochi, Bob, Maquiny, Azzy, Filipe Ret, Dudu, Xamã",2019-11-04 22:00:43.985
2633,CidadeAlertaRecord,Watched UMA EX VAI SER ELIMINADA!! ELAS VOTARAM E... - FÉRIAS COM MINHAS EX’S (EPISÓDIO 6) - REALITY SHOW,2019-11-04 18:43:07.840
2634,PineappleStormTV,Watched MUDEI A COR DOS MEUS OLHOS.,2019-11-04 18:32:28.809
2635,adsense,"Watched Poesia Acústica #6 - Era Uma Vez (LETRA) Mc Cabelinho, MODE$TIA, Bob, Azzy, Filipe Ret, Dudu, Xamã",2019-11-03 15:09:23.747
2636,adsense,Watched Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ],2019-11-03 15:07:42.750
2637,PineappleStormTV,Watched Projota - Hey Irmão (Ao Vivo),2019-11-03 15:03:40.769
2638,Gregory Kessey,Watched Lagum - Deixa (Letra)  ft. Ana Gabriela,2019-11-03 14:59:57.777
2639,Invento na Hora,Watched Oriente Acústico - Praia do Rosa Part. Cynthia Luz e Delacruz,2019-11-03 14:55:38.618
2640,Carlos Rodrigo Himself,"Watched Ari Acústico - A Droga do Amor ( part. Dom R, Play, Duvale e Tiankris)",2019-11-03 14:51:29.940
2641,Rap Box,Watched Oriente Acústico - Linda Louca e Mimada,2019-11-03 14:48:06.127
2642,ProjVEVO,Watched https://www.youtube.com/watch?v=sUTeRv3aEtI,2019-11-03 14:40:47.588
2643,Stray Cat,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2019-11-03 14:40:33.402
2644,OrienteRJ,Watched Poesia Acústica #2 - Sobre Nós - Delacruz I Maria I Ducon I Luiz Lins I Diomedes I Bk' I Kayuá,2019-11-03 14:40:22.998
2645,Ari,Watched Orgânico #1 -  Hey Marciano - Cynthia Luz l Nocivo Shomon l Clara Lima [ Prod. Leo Casa 1 ],2019-11-03 14:40:09.593
2646,OrienteRJ,Watched REDAÇÃO PARA O ENEM 2019 - REVISÃO RÁPIDA! (Débora Aladim),2019-11-03 13:27:31.834
2647,adsense,Watched DICAS FINAIS PARA O ENEM 2019 - Débora Aladim,2019-11-03 12:37:35.889
2648,Grito Filmes,Watched PRIMEIRA AULA DO SLINKY NA PISCINA! DEU TUDO ERRADO😒,2019-11-03 12:37:02.277
2649,PineappleStormTV,Watched ENTREGUEI A CACHORRINHA PRO MEU PAI!!!,2019-11-03 12:23:22.274
2650,Rap Box,Watched TENTE NÃO RIR COM O MEU PAI 😂😂😂,2019-11-03 12:14:46.864
2651,Débora Aladim,"Watched Luisa Sonza chora após desafinar ao vivo, Shevi é banido pra sempre da Twitch",2019-11-03 12:09:34.506
2652,Débora Aladim,Watched Estou Grávida,2019-11-02 17:18:32.830
2653,Sunaika Bruna,Watched Game Shakers | Captura de movimento | Nickelodeon em Português,2019-11-02 16:51:07.025
2654,Invento na Hora,Watched Game Shakers | Drop That (Music Video) | Nickelodeon UK,2019-11-02 16:51:00.589
2655,Invento na Hora,"Watched Como fazer um guarda roupa de gesso Drywall em L, que acende com sensores, tudo no passo a passo",2019-11-02 13:10:00.853
2656,Treta News,Watched Fazendo guarda roupa de gesso parte 4,2019-11-02 13:09:18.549
2657,Mari Maria,Watched Fazendo guarda roupa de gesso parte 3,2019-11-02 13:08:56.269
2658,Nickelodeon em Português,Watched Fazendo guarda roupa de gesso parte 2,2019-11-02 13:08:36.915
2659,Nickelodeon UK,"Watched TOUR NO CLOSET VAZIO/Feito com gesso/ Gastei apenas R$600,00",2019-11-02 13:04:14.936
2660,Fuçado seja um também,Watched Closet e guarda roupas de gesso   Apresentação,2019-11-02 13:03:38.071
2661,nildo vieira santos,Watched Guarda roupa de gesso +1,2019-11-02 13:02:16.543
2662,nildo vieira santos,Watched Meu primeiro guarda roupa de gesso /1,2019-11-02 13:00:57.705
2663,nildo vieira santos,"Watched Como fazer, construir um guarda roupa de gesso, Drywall em ""L"", meu primeiro projeto.",2019-11-02 12:57:41.251
2664,Euzimara Santana,"Watched MÓVEIS EM GESSO DRYWALL, VANTAGENS E DESVANTAGENS Por Kallicia Bose",2019-11-02 12:47:44.697
2665,Renato Cougar descobrindo o mundo das coisas,Watched Pesadelo na Cozinha: Pé de Fava – Parte 1,2019-11-01 21:44:00.561
2666,TaysMania.Obras,"Watched RASPEI O CABELO, MEU DEUS DO CÉU!!!",2019-11-01 21:28:42.279
2667,Marcenaria do Edy,Watched Briga entre Wesley Safadão e ex-mulher tem novo capítulo,2019-11-01 19:42:53.452
2668,Fuçado seja um também,Watched Xiaomi Mi A3 - ALGUNS DIAS DE USO! E COMO DEIXAR ELE MAIS RÁPIDO!,2019-11-01 02:36:52.006
2669,BLOG DO GESSEIRO,Watched Mayra Cardi recebe críticas após festa da filha,2019-11-01 02:09:42.489
2670,Pesadelo na Cozinha,Watched 🔘 Xiaomi Mi A3 - Duração da bateria,2019-10-31 21:10:01.395
2671,Invento na Hora,Watched MEUS APLICATIVOS DO XIAOMI MI 8 LITE | BRUNA TV,2019-10-31 19:00:35.144
2672,Domingo Espetacular,"Watched TROLLEI MEU NAMORADO COM A MÚSICA ""ACABOU"" E DESCOBRI TRAIÇÃO! (TÉRMINO)",2019-10-31 18:53:55.348
2673,Gesiel Taveira,Watched a video that has been removed,2019-10-31 15:27:27.406
2674,Domingo Espetacular,Watched Se Fosse Tão Fácil - MAR ABERTO,2019-10-31 15:26:52.445
2675,Linuxbrs,Watched Ana Gabriela - 4 da Manhã (cover) Um44k,2019-10-31 15:26:35.980
2676,Bruna TV,Watched Ana Gabriela - Não da mais (cover) Um44k,2019-10-31 15:26:30.439
2677,By Pamella,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2019-10-31 15:26:21.998
2678,adsense,Watched Ana Gabriela - Pode falar (cover) Um44k,2019-10-31 15:26:14.723
2679,MAR ABERTO,Watched Ana Gabriela - Medo bobo (cover) Maiara & Maraisa,2019-10-31 15:25:07.573
2680,Ana Gabriela,Watched 50 FATOS SOBRE MIM (ou quase),2019-10-30 23:59:52.137
2681,Ana Gabriela,Watched MINHA INTERNAÇÃO - Parte 2,2019-10-30 23:42:49.507
2682,Grito Filmes,Watched POLICIAIS ENGRAÇADOS▼VIDEOS ENGRAÇADOS 2020▲5 MINUTOS DE ZUEIRA,2019-10-30 23:37:33.394
2683,Ana Gabriela,Watched FUI PEDIDA EM NAMORO DENTRO DE UM HELICÓPTERO 😱,2019-10-30 23:30:23.743
2684,Ana Gabriela,Watched FALEI PRO HENRIQUE QUE TAVA GOSTANDO DELE E ELE ME BEIJOU!!,2019-10-30 23:24:54.607
2685,Adriana Lua,Watched REAÇÃO DO MARIDO COM LOOK MEGA DECOTADO E CURTO * trolagem | Kathy Castricini,2019-10-30 23:16:07.089
2686,Adriana Lua,Watched Xangai - Rei do Sertão,2019-10-30 20:03:26.159
2687,Narrador PV,Watched Xonadão - MC Loma e as Gêmeas Lacração | FitDance TV (Coreografia Oficial),2019-10-29 18:28:59.516
2688,By Pamella,Watched MINHAS TATUAGENS - Parte 1,2019-10-29 15:26:43.392
2689,By Pamella,"Watched Votação Prêmio Multishow 2019 | Diva Depressão, Samira Close, Gominho e Nicole Bahls",2019-10-29 11:44:52.094
2690,Kathy Castricini,Watched O Xiaomi Mi A3 realmente é MELHOR que o Redmi Note 7? (Feat. Gesiel Taveira),2019-10-29 11:07:15.399
2691,Cultura do Som,Watched TUDO SOBRE MEU ACIDENTE,2019-10-29 00:06:07.494
2692,FitDance,Watched MEUS APLICATIVOS DO XIAOMI MI 8 LITE | BRUNA TV,2019-10-28 23:44:16.990
2693,Adriana Lua,Watched Redmi Note 8 vs Mi A3 | qual o MELHOR custo-benefício da XIAOMI?! Comparativo!,2019-10-28 02:22:16.746
2694,Música Multishow,Watched TIVE QUE CONFESSAR O QUE TENHO COM MEU EX! *GREGORY*,2019-10-28 02:20:38.533
2695,Jersu,Watched A JADE JOGOU ÁGUA NA CARA DA MARIA NA DISCUSSÃO - FÉRIAS COM MINHAS EX’S (EPISÓDIO 5) - REALITY SHOW,2019-10-28 01:37:32.885
2696,Adriana Lua,Watched ANAVITÓRIA - Calendário (Audio),2019-10-26 15:55:11.721
2697,Bruna TV,Watched ANAVITÓRIA - Dói Sem Tanto (Audio),2019-10-26 15:50:53.354
2698,Matheus Kise,"Watched ANAVITÓRIA - Ai, Amor (Audio)",2019-10-26 15:46:52.064
2699,Maria Venture,Watched Marília Mendonça - INTENÇÃO feat. Gaab  (Todos Os Cantos),2019-10-26 15:46:43.530
2700,Gregory Kessey,Watched ANAVITÓRIA - Porque Eu Te Amo (Audio),2019-10-26 15:42:41.659
2701,AnavitoriaVEVO,Watched Picos Piauí,2019-10-26 15:03:58.541
2702,AnavitoriaVEVO,Watched MEU “NAMORADO” ME TRAIU COM UM BOY!,2019-10-26 14:35:21.349
2703,AnavitoriaVEVO,Watched Grazi Massafera insinua romance com Caio Castro,2019-10-26 09:57:55.929
2704,Marília Mendonça,Watched Como Caio Castro perdeu a virgindade #HotelMazzafera,2019-10-26 09:49:14.389
2705,AnavitoriaVEVO,Watched OS DOTES DE MC LOMA PARA CONQUISTAR O BOY | #HottelMazzafera,2019-10-26 09:37:10.512
2706,Shilaiden Nunes,Watched MC LOMA ENTREVISTA O CRUSH FELIPE TITTO | #HottelMazzafera,2019-10-26 09:25:07.019
2707,Maria Venture,Watched Entrevista com MC Loma e as Gêmeas Lacração  | The Noite (17/07/19),2019-10-26 09:07:32.322
2708,RedeTV,Watched Loma e as Gêmeas Lacração - Xonadão,2019-10-26 09:04:11.195
2709,Matheus Mazzafera,Watched LANÇAMENTO DO HUAWEI P30 e P30 PRO (AO VIVO!),2019-10-26 05:47:35.150
2710,Matheus Mazzafera,Watched XIAOMI MI A3 - O Novo Rei de Preço da Xiaomi? Unboxing e impressões detalhadas,2019-10-26 05:22:59.233
2711,Matheus Mazzafera,Watched Xiaomi Mi A3 - Unboxing e já posso dizer que é o melhor android one da Xiaomi!,2019-10-26 05:08:26.848
2712,The Noite com Danilo Gentili,Watched 🔘 XIAOMI MI A3 - UNBOXING DESSE LINDO APRELHO E IMPRESSÕES,2019-10-26 04:50:30.472
2713,MC Loma e as Gêmeas Lacração,Watched XIAOMI MI A3 - UNBOXING DO POLÊMICO!,2019-10-26 04:33:10.578
2714,Loop Infinito,Watched TUDO QUE VOCÊ PRECISA SABER NA HORA DO ESFUMADO,2019-10-26 04:32:32.551
2715,Mr Zoreta,Watched APRENDA A FAZER UMA PELE PROFISSIONAL,2019-10-26 04:18:58.644
2716,Adv7 Life Tech,Watched VALE a PENA pegar o REDMI NOTE 8 ao invés do XIAOMI MI A3?,2019-10-24 03:05:28.642
2717,Linuxbrs,Watched Xiaomi Mi A3 Vale a pena? | Xiaomi Mi A3 Review,2019-10-24 03:04:48.383
2718,Tech Nerd,"Watched Xiaomi Mi A3 - Após 1 Semana usando, ele realmente vai ser o MELHOR CUSTO BENEFÍCIO?",2019-10-24 02:54:23.527
2719,Lua Andrade MakeUp,"Watched DESAFIO DO BEIJO (KISS CHALLENGE) EX CASAL VS CASAL | Ft.Maria venture, Pâmela e Henrique Lima",2019-10-24 02:42:23.376
2720,Nat Lustosa,Watched Xiaomi Mi A3 com o Google Câmera! Ficou INCRÍVEL! O melhor até agora? Como instalei?,2019-10-23 15:22:45.354
2721,Meu-Smartphone,Watched Marido usa laudo psiquiátrico forjado para internar mulher à força,2019-10-22 02:33:13.658
2722,Geek Antenado,Watched a video that has been removed,2019-10-21 14:12:43.063
2723,Jersu,Watched https://www.youtube.com/watch?v=_JlE9DITsrE,2019-10-21 14:10:13.239
2724,Gregory Kessey,Watched https://www.youtube.com/watch?v=aEcmsgczi3E,2019-10-21 13:56:11.009
2725,Jersu,Watched Gusttavo Lima - Voz e violão ao vivo no YouTube Music 2019,2019-10-21 13:41:06.636
2726,Domingo Espetacular,Watched MI A3 | O ANDROID ONE  DA XIAOMI! ANÁLISE / REVIEW,2019-10-21 07:59:42.342
2727,adsense,Watched 🔘 Xiaomi Mi A3 - Dicas e truques,2019-10-21 07:45:02.414
2728,adsense,Watched Melhores Dicas Xiaomi Mi A3 | Cibele Rosa,2019-10-21 07:38:45.655
2729,adsense,Watched REDMI NOTE 7 vs XIAOMI MI A3 - Oferecem muito custando pouco! Qual o MELHOR? Comparativo DETALHADO,2019-10-21 07:38:35.540
2730,ABEL CORDEIRO,Watched 5 COISAS QUE FAZEM O XIAOMI MI A3 SER MUITO PROCURADO,2019-10-21 07:32:31.019
2731,brasiliGEEKS,Watched Xiaomi Mi A3 com Android One [Hands On/Unboxing],2019-10-21 07:24:16.465
2732,Linuxbrs,Watched Mi A3 Lindo e sem marcas de dedo e gordura.,2019-10-21 02:35:06.165
2733,Cibele Rosa,Watched Xiaomi Mi A3 | Usei o Xiaomi Mi A3 como meu aparelho principal? A tela é ruim mesmo?,2019-10-21 02:34:29.892
2734,Mr Zoreta,Watched FINGI BRIGAR COM A MARIA NA FRENTE DE TODOS!,2019-10-21 02:28:25.780
2735,Meu-Smartphone,Watched COM QUEM FOI MINHA PRIMEIRA VEZ?,2019-10-21 02:27:07.282
2736,Canaltech,"Watched RASHID COMENTA - ""Como Estamos?"" - ACL",2019-10-20 19:45:23.013
2737,Tech ALL,"Watched Rashid - ""Homem do mundo"" (c/ Criolo) - ACL",2019-10-20 19:41:13.596
2738,RICARDO S,"Watched Rashid - ""DNA"" - ACL",2019-10-20 19:37:03.476
2739,Ingrid Ohara TV,"Watched Rashid - ""Cê já teve um sonho? (Introlúdio)"" - ACL",2019-10-20 19:36:58.627
2740,Maria Venture,"Watched Rashid, DUDA BEAT - Sobrou Silêncio (Áudio Oficial)",2019-10-20 19:32:40.856
2741,Rashid Oficial,Watched TRUPE 20:07 RESPONDE 900% SINCERO!,2019-10-20 17:15:59.280
2742,Rashid Oficial,Watched Kleyton Souza - Orgulho bobo,2019-10-19 21:26:54.188
2743,Rashid Oficial,Watched Annabelle (Annabelle Prank) | Câmeras Escondidas (05/10/14),2019-10-19 21:09:06.167
2744,Rashid Oficial,Watched Pegadinha Caveira na Moto,2019-10-19 21:03:41.386
2745,RashidVEVO,Watched Menina Fantasma no Necrotério (Ghost Girl in the Morgue) | Câmera Escondida (19/02/17),2019-10-19 21:03:14.086
2746,Mauro Nakada,Watched The Noite 23/07/14 - Mestre Mandou,2019-10-19 21:00:29.701
2747,kleyton Souza,Watched Piaget e Vygotsky,2019-10-18 20:45:09.602
2748,Câmeras Escondidas Programa Silvio Santos,Watched PIAGET - ESTÁGIOS DO DESENVOLVIMENTO,2019-10-18 20:44:54.060
2749,silviosantossbt,Watched Jean Piaget - Fases do desenvolvimento,2019-10-18 20:44:37.819
2750,Câmeras Escondidas Programa Silvio Santos,Watched Escala Cuisenaire - Formação dos números,2019-10-18 20:43:14.917
2751,The Noite com Danilo Gentili,Watched LEM - UTFPR - CP - Material Cuisenaire,2019-10-18 20:42:36.922
2752,Draw My Class,Watched Matemática Concreta (2) - O uso de GeoPlanos no ensino de probabilidade.,2019-10-18 20:38:37.731
2753,Prof Vinícius_Tanalousa,Watched SIGNIFICADO GEOMÉTRICO DA RAIZ QUADRADA COM GEOPLANO.,2019-10-18 20:35:40.556
2754,Fran Maceno,Watched Geoplano I - quadrado e raízes quadradas,2019-10-18 20:25:57.643
2755,Isabelle Goulart,Watched Geoplano - PARTE 7 - para ensinar  soma e subtração de frações com denominadores diferente,2019-10-18 20:20:12.773
2756,LEM UTFPR,Watched Geoplano PARTE 6  para ensinar  soma e subtração de frações com denominadores diferente.,2019-10-18 20:20:02.263
2757,LAVIDMat,Watched Geoplano PARTE 5 para ensinar  soma e subtração de frações com denominadores diferente.,2019-10-18 20:16:39.904
2758,Poca Matemática com Moisés,Watched COMO FAZER O MMC SEM CÁLCULO: MMC  GEOMÉTRICO COM GEOPLANO,2019-10-18 20:13:59.602
2759,MATEMÁTICA DE OUTRO JEITO Professor Novaes,Watched Calculando MDC e MMC Geométrico utilizando o Geoplano.,2019-10-18 20:10:27.329
2760,LEMAT IME-UFG,"Watched 💡 GEOPLANO 👉🏻 Geometria Plana, Perímetro, Área, Porcentagem, Frações Equivalentes, Decimais",2019-10-18 20:09:55.370
2761,LEMAT IME-UFG,Watched Aline e Fernando Aula #9 Geoplano,2019-10-18 20:04:22.137
2762,LEMAT IME-UFG,"Watched 💡 COMO USAR O GEOPLANO PARA APRENDER PERÍMETRO, ÁREA DE FIGURAS PLANAS E PORCENTAGEM?",2019-10-18 19:52:12.756
2763,Poca Matemática com Moisés,Watched Maneva - O Destino Não Quis (Ao Vivo Em São Paulo),2019-10-17 15:50:30.543
2764,Oscar - Canal Mande Bem na Matemática,Watched UM44K - Nossa Música,2019-10-17 15:45:02.104
